,LONGITUD,LATITUD,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,CALIDAD_AS,CALIDAD_CD,CALIDAD_CR,CALIDAD_HG,CALIDAD_PB,CALIDAD_MN,CALIDAD_FE,SEMAFORO,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
350,0.5885581707193892,0.3327380585379248,0.10066159077468954,3,0.03487301673254996,2,0.002958493361667284,4,3,0.01059172025142692,1,0.016086934809872465,2,4,0.00032400171744053214,2,2,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
351,0.5925514418896829,0.33597763549300164,0.1824302680859452,3,0.09887908160502518,2,0.007198838048076735,3,3,0.0,0,0.0718256113702466,1,3,0.0004752576212456785,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
352,0.5957581393101306,0.33491451993405164,0.13164670806229056,3,0.06173173769426545,2,0.004810597937340378,4,3,0.0,0,0.1103712895825633,1,4,0.007305742807287918,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
353,0.5800978049424614,0.34119661659885503,0.10948280110388332,3,0.041858450208479996,2,0.003348410114440567,4,3,0.002551838739975435,0,0.08120073113265065,1,4,0.0003835122369704259,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
354,0.5800555232477174,0.34110719566398984,0.11301251724817661,3,0.03481886608544972,2,0.0024223578266040205,4,3,0.001442092334368903,0,0.06869793205762026,1,4,0.0006413911549332984,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
355,0.5727428034709914,0.3113355441647515,0.08065986595702741,3,0.005794119239724914,4,0.0005702532509309262,4,3,0.0,0,0.005149295087067731,3,4,0.006187440961122,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
356,0.5762390969435369,0.3120818225841183,0.05653705893948355,2,0.008285049006335626,3,0.001496305538767473,4,3,0.0,0,0.010356815157794984,2,4,0.010140757834892575,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
357,0.5849555018719714,0.3288734182085201,0.030652473881332548,2,0.004494503709319326,4,0.0035433684908272086,4,3,0.013267827469113504,1,0.007231775236993632,3,4,0.00023886861311304546,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
358,0.5806686078215098,0.28966217267591,0.017124975359747684,0,0.07429468782151946,2,0.002666055797087322,4,3,0.007852033812585795,1,0.018692014541148595,2,4,0.0014580077284823947,2,0,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
359,0.5857478138518188,0.3029434446257827,0.06947935146855905,2,0.18340824172848866,0,0.01991987210730509,2,2,0.01979914746044361,2,0.031194813616179005,1,4,0.011135905967031354,2,2,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
360,0.5824536335915309,0.303027787334717,0.23655258229844273,1,0.22856988141008286,0,0.026158540151677616,1,1,0.09287190231919659,3,0.3505110759966423,0,4,0.04253101115902415,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
361,0.5816342076360068,0.3049177153525203,0.2041999310072935,3,0.14268695510911356,1,0.012219016240032753,2,2,0.06334802398670615,3,0.15204464710750634,0,4,0.0495193645288193,1,2,1,1,1,1,2,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
362,0.5810214250743204,0.3070868354002908,0.23540065050266112,1,0.13889640981209728,1,0.010805568011229602,3,3,0.019435011921103963,2,0.17548508590534148,0,3,0.021626288104162054,2,2,1,1,1,1,2,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
363,0.5799033091466379,0.3075279786789581,0.24361201458702936,1,0.1003952997238317,2,0.0068089212953034535,3,3,0.027737880210967417,2,0.15048212714710568,0,4,0.016450525975048244,2,2,1,1,1,1,2,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
364,0.58102766665783,0.30870491273648326,0.24008229844273604,1,0.14891427952564035,1,0.011244224358099545,2,2,0.017229968932880573,2,0.12235412846806848,1,3,0.017584531986090106,2,2,1,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
365,0.5784333491162621,0.3137346747283135,0.06359649122807018,2,0.021606108192992905,3,0.0008139512214142281,4,3,0.0,0,0.020547506994124397,2,4,0.011869042506239904,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
366,0.48149722836779585,0.4092288366176299,0.232024935935344,1,0.03877186332376672,2,0.005424716822958298,3,3,0.01877609999277509,2,0.058456299959068314,1,4,0.01631646199910729,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
367,0.48792505267594466,0.39691082684944157,0.19979548590577567,3,0.04147939567877836,2,0.00521513656834266,3,3,0.14268044216458348,3,0.02554915450250156,2,4,0.013912493235947563,2,2,1,1,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
368,0.4932817407172383,0.40539422405894554,0.11116449832446283,3,0.024746845724806413,3,0.0036968982122316894,4,3,0.09088938660501408,3,0.026593825786837014,1,4,0.015207632243966547,2,2,1,1,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
369,0.4654919290620545,0.3981467124862482,0.08766385767790262,3,0.01424162018736124,3,0.0025344588930263385,4,3,0.03942200708041326,3,0.01614711294348249,2,4,0.010200689887269139,2,2,1,1,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
370,0.4882720310280524,0.41312582303828826,0.1413796077271831,3,0.033735853143445065,3,0.004332949915193107,4,3,0.03390795462755581,2,0.03860754555669472,1,4,0.019646174751004056,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
371,0.4676573558571726,0.40202106768265045,0.05543440764833432,2,0.013537661775058213,3,0.002573450568303667,4,3,0.022949208872191314,2,0.01510244165914704,2,4,0.02763020523533381,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
372,0.4686506401146566,0.4063635028343954,0.08027794204612657,3,0.018465370661179405,3,0.0019373988653422494,4,3,0.04225128242179033,3,0.0030887218892893375,3,4,0.006211236903584024,2,2,1,1,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
373,0.4741143746688352,0.40239475887341325,0.10109279519022275,3,0.014025017598960307,3,0.002020256175306572,4,3,0.04222527274040892,3,0.018236455512153398,2,4,0.013823549805300176,2,2,1,1,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
374,0.489857259011957,0.41565610430631905,0.1057929233195348,3,0.023230627605999893,3,0.003299670520343907,4,3,0.027038508778267467,2,0.02345981193383066,2,4,0.015480892978157912,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
375,0.47587711865686444,0.40666874837131084,0.08094938892174257,3,0.0341149076731467,3,0.0019642056420954125,4,3,0.11825735134744599,3,0.007789742668798873,3,4,0.007668285851473992,2,2,1,1,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
